1413745271 0 351 0 0
1414380555 4052 351 0 0
1414386825 4068 351 0 0
1414685097 4068 372 0 0
1415348946 4068 730 0 0
1415391246 4068 788 0 0
1415397880 4068 834 0 0
1415562860 4231 834 0 0
1415565382 4275 834 0 0
1415574449 4275 846 0 0
1415576829 4275 848 0 0
1415583645 4350 848 0 0
1415584682 4381 848 0 0
1415586526 4404 848 0 0
1415588170 4417 848 0 0
1415591473 4473 848 0 0
1415594794 4502 848 0 0
1416321383 4588 848 0 0
1416347444 4588 934 0 0
1416350390 4588 982 0 0
1416353411 4588 982 481 0
1416387609 4588 4869 481 0
1416499050 5247 4869 481 0
1416503953 5471 4869 481 0
1416507615 5722 4869 481 0
1416550360 5863 4869 481 0
1416580771 6024 4869 481 0
1416632327 6024 5033 481 0
1416667413 6024 5033 481 0
1416668111 6070 5033 481 0
1416668269 6070 5033 481 0
1416668446 6272 5033 481 0
1416673874 6318 5033 481 0
1416695696 6318 5197 481 0
1416702310 6373 5197 481 0
1416771470 6373 5220 481 0
1416781522 6383 5220 481 0
1416782599 6413 5220 481 0
1416820869 6413 5427 481 0
1416863449 6413 5433 481 0
1416879643 6443 5433 481 0
1416886782 6486 5433 481 0
1416888352 6501 5433 481 0
1416891694 6501 5461 481 0
1416891910 6517 5461 481 0
1416891972 6517 5461 481 0
1416896737 6517 5461 481 0
1416897025 6517 5483 481 0
1416965710 6517 5610 481 0
1416996466 6517 5746 481 0
1417037299 6517 5838 481 0
1417044740 6517 5891 481 0
1417047666 6517 5917 481 0
1417053104 6517 5917 535 0
1417072857 6517 5917 591 0
1417084291 6517 6028 591 0
1417085907 6517 6031 591 0
1417112146 6576 6031 591 0
1417117038 6918 6031 591 0
1417121639 6918 6033 591 0
1417134053 6918 6033 629 0
1417135341 7011 6033 629 0
1417136055 7199 6033 629 0
1417137800 7251 6033 629 0
1417139258 7264 6033 629 0
1417144068 7300 6033 629 0
1417145625 7337 6033 629 0
1417148623 7337 6033 868 0
1417148965 7456 6033 868 0
1417149698 7456 6033 868 0
1417150154 7456 6232 868 0
1417150352 7456 6232 868 0
1417150903 7457 6232 868 0
1417152573 7510 6232 868 0
1417153264 7510 6253 868 0
1417153318 7513 6253 868 0
1417153338 7513 6253 868 0
1417155487 7593 6253 868 0
1417172218 7593 14024 868 0
1417175710 7593 14056 868 0
1417178977 7593 14077 868 0
1417189167 7593 14077 868 0
1417193496 9962 14077 868 0
1417197871 9962 14081 868 0
1417205153 9962 14081 870 0
1417209286 9962 14085 870 0
1417210231 9962 14085 871 0
1417211672 9962 14106 871 0
1417217102 10030 14106 871 0
1417218592 10030 14123 871 0
1417219680 10030 14135 871 0
1417220606 10030 14135 871 0
1417220857 10030 14136 871 0
1417221699 10046 14136 871 0
1417221714 10046 14136 871 0
1417222290 10046 14136 871 0
1417222314 10046 14136 871 0
1417222319 10046 14136 871 0
1417222764 10046 14147 871 0
1417223248 10046 14147 871 0
1417223386 10046 14147 871 0
1417224550 10046 14148 871 0
1417224582 10070 14148 871 0
1417224619 10070 14148 871 0
1417225036 10070 14148 871 0
