1413745271 0 1 0 0
1414380555 1 1 0 0
1414386825 2 1 0 0
1414685097 2 2 0 0
1415348946 2 3 0 0
1415391246 2 4 0 0
1415397880 2 5 0 0
1415562860 3 5 0 0
1415565382 4 5 0 0
1415574449 4 6 0 0
1415576829 4 7 0 0
1415583645 5 7 0 0
1415584682 6 7 0 0
1415586526 7 7 0 0
1415588170 8 7 0 0
1415591473 9 7 0 0
1415594794 10 7 0 0
1416321383 11 7 0 0
1416347444 11 8 0 0
1416350390 11 9 0 0
1416353411 11 9 1 0
1416387609 11 10 1 0
1416499050 12 10 1 0
1416503953 13 10 1 0
1416507615 14 10 1 0
1416550360 15 10 1 0
1416580771 16 10 1 0
1416632327 16 11 1 0
1416667413 17 11 1 0
1416668111 18 11 1 0
1416668269 19 11 1 0
1416668446 20 11 1 0
1416673874 21 11 1 0
1416695696 21 12 1 0
1416702310 22 12 1 0
1416771470 22 13 1 0
1416781522 23 13 1 0
1416782599 24 13 1 0
1416820869 24 14 1 0
1416863449 24 15 1 0
1416879643 25 15 1 0
1416886782 26 15 1 0
1416888352 27 15 1 0
1416891694 27 16 1 0
1416891910 28 16 1 0
1416891972 29 16 1 0
1416896737 29 17 1 0
1416897025 29 18 1 0
1416965710 29 19 1 0
1416996466 29 20 1 0
1417037299 29 21 1 0
1417044740 29 22 1 0
1417047666 29 23 1 0
1417053104 29 23 2 0
1417072857 29 23 3 0
1417084291 29 24 3 0
1417085907 29 25 3 0
1417112146 30 25 3 0
1417117038 31 25 3 0
1417121639 31 26 3 0
1417134053 31 26 4 0
1417135341 32 26 4 0
1417136055 33 26 4 0
1417137800 34 26 4 0
1417139258 35 26 4 0
1417144068 36 26 4 0
1417145625 37 26 4 0
1417148623 37 26 5 0
1417148965 38 26 5 0
1417149698 39 26 5 0
1417150154 39 27 5 0
1417150352 40 27 5 0
1417150903 41 27 5 0
1417152573 42 27 5 0
1417153264 42 28 5 0
1417153318 43 28 5 0
1417153338 44 28 5 0
1417155487 45 28 5 0
1417172218 45 29 5 0
1417175710 45 30 5 0
1417178977 45 31 5 0
1417189167 46 31 5 0
1417193496 47 31 5 0
1417197871 47 32 5 0
1417205153 47 32 6 0
1417209286 47 33 6 0
1417210231 47 33 7 0
1417211672 47 34 7 0
1417217102 48 34 7 0
1417218592 48 35 7 0
1417219680 48 36 7 0
1417220606 48 36 7 1
1417220857 48 37 7 1
1417221699 49 37 7 1
1417221714 50 37 7 1
1417222290 50 37 7 2
1417222314 50 37 7 3
1417222319 51 37 7 3
1417222764 51 38 7 3
1417223248 52 38 7 3
1417223386 53 38 7 3
1417224550 53 39 7 3
1417224582 54 39 7 3
1417224619 55 39 7 3
1417225036 55 39 7 4
